Start_date,End_Date,Crime,Current,Prior,Ratio,28Day_Current,28Day_Prior,28Day_Ratio,YTD_Current,YTD_Prior,YTD_Ratio,2YR(2019),11YR(2010),28YR(1993),Volume_Number,Number_number,Mayor,Commissioner,Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,5,4,25,32,33,-3,1,1,0,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,121th Precinct
  12/28/2020,  1/3/2021,G.L.A.,0,0,***.*,6,5,20,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,121th Precinct
  12/28/2020,  1/3/2021,TOTAL,13,8,62.5,71,61,16.39,3,2,50,50,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,121th Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,121th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,1,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,121th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,21,15,40,97,97,0,2,7,-71.4,-66.7,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,121th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,10,13,-23.1,34,33,3,3,4,-25,-25,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,121th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,1,-100,0,1,-100,0,1,-100,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,121th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,1,-100,0,3,-100,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,121th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,1,-100,0,1,-100,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,121th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,2,2,0,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,120th Precinct
  12/28/2020,  1/3/2021,Rape,1,0,***.*,1,0,***.*,1,0,***.*,***.*,***.*,-50,28,53,Bill de Blasio,Dermot Shea,120th Precinct
  12/28/2020,  1/3/2021,Robbery,4,2,100,10,9,11.1,0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,120th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,0,5,-100,13,24,-45.8,0,4,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,120th Precinct
  12/28/2020,  1/3/2021,Burglary,2,2,0,9,5,80,1,0,***.*,***.*,-80,-85.7,28,53,Bill de Blasio,Dermot Shea,120th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,5,6,-16.7,22,24,-8.3,0,2,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,120th Precinct
  12/28/2020,  1/3/2021,G.L.A.,1,0,***.*,2,1,100,0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,120th Precinct
  12/28/2020,  1/3/2021,TOTAL,13,15,-13.33,59,65,-9.23,2,6,-66.67,-66.67,-84.62,-96,28,53,Bill de Blasio,Dermot Shea,120th Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,120th Precinct
  12/28/2020,  1/3/2021,Housing,1,2,-50,4,6,-33.3,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,120th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,7,8,-12.5,40,69,-42,0,3,-100,-100,-100,***.*,28,53,Bill de Blasio,Dermot Shea,120th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,8,11,-27.3,31,48,-35.4,2,6,-66.7,-50,-75,***.*,28,53,Bill de Blasio,Dermot Shea,120th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,2,0,***.*,2,1,100,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,120th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,2,-100,3,5,-40,0,2,-100,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,120th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,2,2,0,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,120th Precinct
  12/28/2020,  1/3/2021,Murder,1,0,***.*,1,0,***.*,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,115th Precinct
  12/28/2020,  1/3/2021,Rape,2,0,***.*,2,2,0,2,0,***.*,0,***.*,100,28,53,Bill de Blasio,Dermot Shea,115th Precinct
  12/28/2020,  1/3/2021,Robbery,7,4,75,22,11,100,6,3,100,200,100,-45.5,28,53,Bill de Blasio,Dermot Shea,115th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,8,9,-11.1,30,32,-6.3,3,6,-50,***.*,-25,-57.1,28,53,Bill de Blasio,Dermot Shea,115th Precinct
  12/28/2020,  1/3/2021,Burglary,0,1,-100,6,10,-40,0,1,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,115th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,8,11,-27.3,39,41,-4.9,3,4,-25,-25,-50,-57.1,28,53,Bill de Blasio,Dermot Shea,115th Precinct
  12/28/2020,  1/3/2021,G.L.A.,6,6,0,16,13,23.1,2,3,-33.3,0,0,-80,28,53,Bill de Blasio,Dermot Shea,115th Precinct
  12/28/2020,  1/3/2021,TOTAL,32,31,3.23,116,109,6.42,17,17,0,54.55,-15,-69.09,28,53,Bill de Blasio,Dermot Shea,115th Precinct
  12/28/2020,  1/3/2021,Transit,1,0,***.*,3,0,***.*,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,115th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,115th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,37,25,48,122,114,7,10,10,0,25,42.9,***.*,28,53,Bill de Blasio,Dermot Shea,115th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,19,34,-44.1,53,78,-32.1,5,24,-79.2,-44.4,-73.7,***.*,28,53,Bill de Blasio,Dermot Shea,115th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,2,0,***.*,3,2,50,2,0,***.*,-50,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,115th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,8,4,100,10,11,-9.1,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,115th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,1,0,***.*,1,1,0,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,115th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,114th Precinct
  12/28/2020,  1/3/2021,Rape,1,0,***.*,2,7,-71.4,1,0,***.*,***.*,***.*,0,28,53,Bill de Blasio,Dermot Shea,114th Precinct
  12/28/2020,  1/3/2021,Robbery,13,3,333.3,24,18,33.3,4,1,300,***.*,100,-73.3,28,53,Bill de Blasio,Dermot Shea,114th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,9,8,12.5,21,31,-32.3,6,3,100,0,***.*,-53.8,28,53,Bill de Blasio,Dermot Shea,114th Precinct
  12/28/2020,  1/3/2021,Burglary,3,7,-57.1,29,16,81.3,0,2,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,114th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,15,19,-21.1,54,74,-27,7,8,-12.5,40,40,133.3,28,53,Bill de Blasio,Dermot Shea,114th Precinct
  12/28/2020,  1/3/2021,G.L.A.,4,2,100,11,6,83.3,3,1,200,***.*,0,-87.5,28,53,Bill de Blasio,Dermot Shea,114th Precinct
  12/28/2020,  1/3/2021,TOTAL,45,39,15.38,141,152,-7.24,21,15,40,75,61.54,-70.42,28,53,Bill de Blasio,Dermot Shea,114th Precinct
  12/28/2020,  1/3/2021,Transit,0,1,-100,0,4,-100,0,0,***.*,***.*,-100,***.*,28,53,Bill de Blasio,Dermot Shea,114th Precinct
  12/28/2020,  1/3/2021,Housing,4,4,0,10,9,11.1,2,1,100,0,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,114th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,47,30,56.7,209,145,44.1,3,6,-50,-62.5,-70,***.*,28,53,Bill de Blasio,Dermot Shea,114th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,6,25,-76,42,57,-26.3,1,11,-90.9,-83.3,-75,***.*,28,53,Bill de Blasio,Dermot Shea,114th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,1,0,***.*,5,9,-44.4,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,114th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,2,-100,2,8,-75,0,2,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,114th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,1,0,***.*,1,2,-50,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,114th Precinct
  12/28/2020,  1/3/2021,Murder,1,0,***.*,2,0,***.*,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,113th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,1,2,-50,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,113th Precinct
  12/28/2020,  1/3/2021,Robbery,7,3,133.3,14,14,0,4,1,300,***.*,100,300,28,53,Bill de Blasio,Dermot Shea,113th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,5,11,-54.5,25,36,-30.6,3,4,-25,0,50,-62.5,28,53,Bill de Blasio,Dermot Shea,113th Precinct
  12/28/2020,  1/3/2021,Burglary,5,2,150,11,13,-15.4,3,1,200,200,50,-50,28,53,Bill de Blasio,Dermot Shea,113th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,3,6,-50,24,30,-20,0,4,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,113th Precinct
  12/28/2020,  1/3/2021,G.L.A.,4,6,-33.3,16,13,23.1,2,4,-50,0,-33.3,-88.9,28,53,Bill de Blasio,Dermot Shea,113th Precinct
  12/28/2020,  1/3/2021,TOTAL,25,28,-10.71,93,108,-13.89,12,14,-14.29,-7.69,0,-77.36,28,53,Bill de Blasio,Dermot Shea,113th Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,113th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,2,3,-33.3,0,0,***.*,***.*,-100,***.*,28,53,Bill de Blasio,Dermot Shea,113th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,11,28,-60.7,86,99,-13.1,3,12,-75,-50,50,***.*,28,53,Bill de Blasio,Dermot Shea,113th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,10,18,-44.4,36,49,-26.5,2,8,-75,-77.8,-71.4,***.*,28,53,Bill de Blasio,Dermot Shea,113th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,1,-100,1,4,-75,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,113th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,2,-100,1,7,-85.7,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,113th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,1,0,***.*,4,2,100,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,113th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,112th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,0,1,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,112th Precinct
  12/28/2020,  1/3/2021,Robbery,3,1,200,5,9,-44.4,3,1,200,200,***.*,-40,28,53,Bill de Blasio,Dermot Shea,112th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,1,2,-50,6,4,50,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,112th Precinct
  12/28/2020,  1/3/2021,Burglary,0,3,-100,9,6,50,0,1,-100,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,112th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,4,3,33.3,27,19,42.1,2,0,***.*,-33.3,100,-50,28,53,Bill de Blasio,Dermot Shea,112th Precinct
  12/28/2020,  1/3/2021,G.L.A.,3,1,200,10,1,900,1,1,0,***.*,***.*,-96.6,28,53,Bill de Blasio,Dermot Shea,112th Precinct
  12/28/2020,  1/3/2021,TOTAL,11,10,10,57,40,42.5,6,4,50,50,200,-86.96,28,53,Bill de Blasio,Dermot Shea,112th Precinct
  12/28/2020,  1/3/2021,Transit,1,1,0,2,5,-60,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,112th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,112th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,23,13,76.9,114,70,62.9,11,3,266.7,57.1,266.7,***.*,28,53,Bill de Blasio,Dermot Shea,112th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,1,4,-75,7,16,-56.3,0,2,-100,***.*,-100,***.*,28,53,Bill de Blasio,Dermot Shea,112th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,1,-100,0,2,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,112th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,1,-100,1,2,-50,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,112th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,112th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,111th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,111th Precinct
  12/28/2020,  1/3/2021,Robbery,0,3,-100,1,7,-85.7,0,2,-100,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,111th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,0,3,-100,2,6,-66.7,0,3,-100,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,111th Precinct
  12/28/2020,  1/3/2021,Burglary,4,1,300,32,11,190.9,2,1,100,100,-33.3,0,28,53,Bill de Blasio,Dermot Shea,111th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,1,4,-75,17,25,-32,0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,111th Precinct
  12/28/2020,  1/3/2021,G.L.A.,1,1,0,9,3,200,0,1,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,111th Precinct
  12/28/2020,  1/3/2021,TOTAL,6,12,-50,61,52,17.31,2,7,-71.43,0,-81.82,-93.94,28,53,Bill de Blasio,Dermot Shea,111th Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,111th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,111th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,6,10,-40,48,48,0,2,4,-50,0,-60,***.*,28,53,Bill de Blasio,Dermot Shea,111th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,1,8,-87.5,6,20,-70,0,4,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,111th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,111th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,1,0,***.*,4,1,300,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,111th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,111th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,110th Precinct
  12/28/2020,  1/3/2021,Rape,2,0,***.*,4,1,300,1,0,***.*,***.*,***.*,0,28,53,Bill de Blasio,Dermot Shea,110th Precinct
  12/28/2020,  1/3/2021,Robbery,2,4,-50,15,21,-28.6,1,1,0,0,0,-92.9,28,53,Bill de Blasio,Dermot Shea,110th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,5,9,-44.4,28,25,12,3,6,-50,50,200,-25,28,53,Bill de Blasio,Dermot Shea,110th Precinct
  12/28/2020,  1/3/2021,Burglary,3,2,50,13,15,-13.3,1,1,0,-75,-66.7,-92.9,28,53,Bill de Blasio,Dermot Shea,110th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,14,12,16.7,46,54,-14.8,2,4,-50,-60,-50,-80,28,53,Bill de Blasio,Dermot Shea,110th Precinct
  12/28/2020,  1/3/2021,G.L.A.,1,2,-50,7,10,-30,1,2,-50,0,-50,-94.7,28,53,Bill de Blasio,Dermot Shea,110th Precinct
  12/28/2020,  1/3/2021,TOTAL,27,29,-6.9,114,126,-9.52,9,14,-35.71,-30.77,-18.18,-85.48,28,53,Bill de Blasio,Dermot Shea,110th Precinct
  12/28/2020,  1/3/2021,Transit,0,2,-100,2,4,-50,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,110th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,110th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,31,26,19.2,112,130,-13.8,8,11,-27.3,-42.9,0,***.*,28,53,Bill de Blasio,Dermot Shea,110th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,21,17,23.5,45,59,-23.7,8,5,60,60,60,***.*,28,53,Bill de Blasio,Dermot Shea,110th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,2,0,***.*,7,1,600,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,110th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,1,-100,2,2,0,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,110th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,110th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,109th Precinct
  12/28/2020,  1/3/2021,Rape,0,2,-100,0,4,-100,0,2,-100,***.*,-100,***.*,28,53,Bill de Blasio,Dermot Shea,109th Precinct
  12/28/2020,  1/3/2021,Robbery,1,4,-75,20,17,17.6,0,1,-100,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,109th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,6,2,200,18,12,50,1,1,0,-50,0,-66.7,28,53,Bill de Blasio,Dermot Shea,109th Precinct
  12/28/2020,  1/3/2021,Burglary,10,3,233.3,44,28,57.1,4,1,300,100,300,-81.8,28,53,Bill de Blasio,Dermot Shea,109th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,9,14,-35.7,47,65,-27.7,1,3,-66.7,-80,-50,-66.7,28,53,Bill de Blasio,Dermot Shea,109th Precinct
  12/28/2020,  1/3/2021,G.L.A.,4,0,***.*,12,2,500,2,0,***.*,100,0,-91.3,28,53,Bill de Blasio,Dermot Shea,109th Precinct
  12/28/2020,  1/3/2021,TOTAL,30,25,20,141,128,10.16,8,8,0,-20,14.29,-85.96,28,53,Bill de Blasio,Dermot Shea,109th Precinct
  12/28/2020,  1/3/2021,Transit,0,1,-100,1,5,-80,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,109th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,1,1,0,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,109th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,34,47,-27.7,161,184,-12.5,12,23,-47.8,-40,71.4,***.*,28,53,Bill de Blasio,Dermot Shea,109th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,10,10,0,42,30,40,5,1,400,400,25,***.*,28,53,Bill de Blasio,Dermot Shea,109th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,3,-100,0,6,-100,0,2,-100,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,109th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,1,0,***.*,2,2,0,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,109th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,109th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,108th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,108th Precinct
  12/28/2020,  1/3/2021,Robbery,0,4,-100,4,13,-69.2,0,3,-100,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,108th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,3,3,0,11,14,-21.4,3,3,0,50,***.*,0,28,53,Bill de Blasio,Dermot Shea,108th Precinct
  12/28/2020,  1/3/2021,Burglary,6,1,500,23,9,155.6,1,1,0,0,0,-90,28,53,Bill de Blasio,Dermot Shea,108th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,7,11,-36.4,32,47,-31.9,2,6,-66.7,***.*,-33.3,-33.3,28,53,Bill de Blasio,Dermot Shea,108th Precinct
  12/28/2020,  1/3/2021,G.L.A.,1,1,0,7,4,75,0,0,***.*,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,108th Precinct
  12/28/2020,  1/3/2021,TOTAL,17,20,-15,77,87,-11.49,6,13,-53.85,50,20,-82.86,28,53,Bill de Blasio,Dermot Shea,108th Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,0,4,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,108th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,108th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,15,28,-46.4,72,74,-2.7,4,10,-60,-20,100,***.*,28,53,Bill de Blasio,Dermot Shea,108th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,5,8,-37.5,20,29,-31,3,1,200,200,-57.1,***.*,28,53,Bill de Blasio,Dermot Shea,108th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,108th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,1,-100,1,5,-80,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,108th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,2,0,***.*,2,0,***.*,2,0,***.*,***.*,***.*,0,28,53,Bill de Blasio,Dermot Shea,108th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,-100,***.*,28,53,Bill de Blasio,Dermot Shea,107th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,3,1,200,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,107th Precinct
  12/28/2020,  1/3/2021,Robbery,3,7,-57.1,16,24,-33.3,0,4,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,107th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,1,1,0,5,10,-50,0,1,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,107th Precinct
  12/28/2020,  1/3/2021,Burglary,2,7,-71.4,19,20,-5,0,2,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,107th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,2,9,-77.8,21,46,-54.3,0,5,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,107th Precinct
  12/28/2020,  1/3/2021,G.L.A.,3,5,-40,8,9,-11.1,2,3,-33.3,***.*,0,-91.7,28,53,Bill de Blasio,Dermot Shea,107th Precinct
  12/28/2020,  1/3/2021,TOTAL,11,29,-62.07,72,110,-34.55,2,15,-86.67,-77.78,-85.71,-95.74,28,53,Bill de Blasio,Dermot Shea,107th Precinct
  12/28/2020,  1/3/2021,Transit,0,1,-100,4,3,33.3,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,107th Precinct
  12/28/2020,  1/3/2021,Housing,1,1,0,4,2,100,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,107th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,22,21,4.8,94,86,9.3,5,3,66.7,400,400,***.*,28,53,Bill de Blasio,Dermot Shea,107th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,13,6,116.7,31,23,34.8,9,2,350,***.*,80,***.*,28,53,Bill de Blasio,Dermot Shea,107th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,0,***.*,3,1,200,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,107th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,0,***.*,0,2,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,107th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,1,0,***.*,0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,107th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,1,1,0,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,106th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,106th Precinct
  12/28/2020,  1/3/2021,Robbery,2,3,-33.3,12,13,-7.7,0,1,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,106th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,6,7,-14.3,21,25,-16,5,3,66.7,***.*,25,66.7,28,53,Bill de Blasio,Dermot Shea,106th Precinct
