Start_date,End_Date,Crime,Current,Prior,Ratio,28Day_Current,28Day_Prior,28Day_Ratio,YTD_Current,YTD_Prior,YTD_Ratio,2YR(2019),11YR(2010),28YR(1993),Volume_Number,Number_number,Mayor,Commissioner,Precinct
  12/28/2020,  1/3/2021,Robbery,8,3,166.7,25,18,38.9,7,3,133.3,600,40,-12.5,28,53,Bill de Blasio,Dermot Shea,83rd Precinct
  12/28/2020,  1/3/2021,Fel. Assault,8,6,33.3,20,18,11.1,4,3,33.3,0,100,-60,28,53,Bill de Blasio,Dermot Shea,83rd Precinct
  12/28/2020,  1/3/2021,Burglary,14,7,100,33,17,94.1,4,2,100,33.3,100,-63.6,28,53,Bill de Blasio,Dermot Shea,83rd Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,10,8,25,48,31,54.8,3,2,50,0,***.*,-25,28,53,Bill de Blasio,Dermot Shea,83rd Precinct
  12/28/2020,  1/3/2021,G.L.A.,4,1,300,15,10,50,2,1,100,***.*,0,-81.8,28,53,Bill de Blasio,Dermot Shea,83rd Precinct
  12/28/2020,  1/3/2021,TOTAL,44,25,76,143,94,52.13,20,11,81.82,81.82,81.82,-56.52,28,53,Bill de Blasio,Dermot Shea,83rd Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,1,3,-66.7,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,83rd Precinct
  12/28/2020,  1/3/2021,Housing,1,0,***.*,1,1,0,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,83rd Precinct
  12/28/2020,  1/3/2021,Petit Larceny,15,31,-51.6,104,95,9.5,3,8,-62.5,-76.9,-40,***.*,28,53,Bill de Blasio,Dermot Shea,83rd Precinct
  12/28/2020,  1/3/2021,Misd. Assault,7,15,-53.3,27,60,-55,6,10,-40,200,-50,***.*,28,53,Bill de Blasio,Dermot Shea,83rd Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,0,***.*,4,2,100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,83rd Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,2,-100,2,5,-60,0,1,-100,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,83rd Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,1,0,***.*,2,0,***.*,1,0,***.*,***.*,0,-50,28,53,Bill de Blasio,Dermot Shea,83rd Precinct
  12/28/2020,  1/3/2021,Murder,0,1,-100,0,1,-100,0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,81st Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,1,0,***.*,0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,81st Precinct
  12/28/2020,  1/3/2021,Robbery,4,4,0,8,12,-33.3,0,3,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,81st Precinct
  12/28/2020,  1/3/2021,Fel. Assault,4,7,-42.9,14,17,-17.6,3,2,50,200,-25,-40,28,53,Bill de Blasio,Dermot Shea,81st Precinct
  12/28/2020,  1/3/2021,Burglary,2,2,0,16,13,23.1,0,1,-100,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,81st Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,12,12,0,21,36,-41.7,4,3,33.3,***.*,***.*,300,28,53,Bill de Blasio,Dermot Shea,81st Precinct
  12/28/2020,  1/3/2021,G.L.A.,1,2,-50,6,4,50,1,2,-50,-50,0,-85.7,28,53,Bill de Blasio,Dermot Shea,81st Precinct
  12/28/2020,  1/3/2021,TOTAL,23,28,-17.86,66,83,-20.48,8,11,-27.27,0,0,-71.43,28,53,Bill de Blasio,Dermot Shea,81st Precinct
  12/28/2020,  1/3/2021,Transit,0,1,-100,0,3,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,81st Precinct
  12/28/2020,  1/3/2021,Housing,2,0,***.*,8,2,300,0,0,***.*,-100,-100,***.*,28,53,Bill de Blasio,Dermot Shea,81st Precinct
  12/28/2020,  1/3/2021,Petit Larceny,11,23,-52.2,44,71,-38,1,7,-85.7,-50,-66.7,***.*,28,53,Bill de Blasio,Dermot Shea,81st Precinct
  12/28/2020,  1/3/2021,Misd. Assault,1,10,-90,22,24,-8.3,1,6,-83.3,0,-66.7,***.*,28,53,Bill de Blasio,Dermot Shea,81st Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,81st Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,1,1,0,7,4,75,0,1,-100,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,81st Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,2,-100,0,2,-100,0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,81st Precinct
  12/28/2020,  1/3/2021,Murder,2,0,***.*,2,0,***.*,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,79th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,79th Precinct
  12/28/2020,  1/3/2021,Robbery,5,5,0,15,18,-16.7,2,2,0,***.*,0,-88.9,28,53,Bill de Blasio,Dermot Shea,79th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,8,6,33.3,28,29,-3.4,5,3,66.7,150,0,-61.5,28,53,Bill de Blasio,Dermot Shea,79th Precinct
  12/28/2020,  1/3/2021,Burglary,4,5,-20,17,17,0,1,3,-66.7,0,-50,-83.3,28,53,Bill de Blasio,Dermot Shea,79th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,5,17,-70.6,21,44,-52.3,2,10,-80,-60,-33.3,-81.8,28,53,Bill de Blasio,Dermot Shea,79th Precinct
  12/28/2020,  1/3/2021,G.L.A.,6,2,200,8,4,100,5,1,400,400,400,25,28,53,Bill de Blasio,Dermot Shea,79th Precinct
  12/28/2020,  1/3/2021,TOTAL,30,35,-14.29,91,112,-18.75,16,19,-15.79,77.78,23.08,-69.23,28,53,Bill de Blasio,Dermot Shea,79th Precinct
  12/28/2020,  1/3/2021,Transit,0,1,-100,1,2,-50,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,79th Precinct
  12/28/2020,  1/3/2021,Housing,7,1,600,19,16,18.8,3,1,200,0,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,79th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,21,51,-58.8,77,151,-49,0,17,-100,-100,-100,***.*,28,53,Bill de Blasio,Dermot Shea,79th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,10,6,66.7,41,38,7.9,1,2,-50,-66.7,-85.7,***.*,28,53,Bill de Blasio,Dermot Shea,79th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,2,0,***.*,3,1,200,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,79th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,1,0,***.*,4,4,0,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,79th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,2,0,***.*,5,1,400,0,0,***.*,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,79th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,78th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,78th Precinct
  12/28/2020,  1/3/2021,Robbery,3,0,***.*,9,7,28.6,1,0,***.*,***.*,0,-85.7,28,53,Bill de Blasio,Dermot Shea,78th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,1,1,0,8,6,33.3,1,1,0,***.*,***.*,-50,28,53,Bill de Blasio,Dermot Shea,78th Precinct
  12/28/2020,  1/3/2021,Burglary,4,4,0,8,14,-42.9,0,2,-100,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,78th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,4,11,-63.6,19,42,-54.8,2,0,***.*,-33.3,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,78th Precinct
  12/28/2020,  1/3/2021,G.L.A.,1,2,-50,2,2,0,1,2,-50,0,***.*,-80,28,53,Bill de Blasio,Dermot Shea,78th Precinct
  12/28/2020,  1/3/2021,TOTAL,13,18,-27.78,46,71,-35.21,5,5,0,25,66.67,-73.68,28,53,Bill de Blasio,Dermot Shea,78th Precinct
  12/28/2020,  1/3/2021,Transit,0,1,-100,1,7,-85.7,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,78th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,4,1,300,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,78th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,8,9,-11.1,83,57,45.6,2,2,0,-80,-50,***.*,28,53,Bill de Blasio,Dermot Shea,78th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,1,7,-85.7,7,23,-69.6,1,2,-50,-80,-75,***.*,28,53,Bill de Blasio,Dermot Shea,78th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,78th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,1,0,***.*,1,2,-50,1,0,***.*,0,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,78th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,4,1,300,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,78th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,2,0,***.*,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,77th Precinct
  12/28/2020,  1/3/2021,Rape,0,1,-100,2,2,0,0,1,-100,***.*,-100,***.*,28,53,Bill de Blasio,Dermot Shea,77th Precinct
  12/28/2020,  1/3/2021,Robbery,1,7,-85.7,15,23,-34.8,0,2,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,77th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,5,8,-37.5,17,22,-22.7,1,4,-75,-50,-66.7,-90.9,28,53,Bill de Blasio,Dermot Shea,77th Precinct
  12/28/2020,  1/3/2021,Burglary,3,1,200,13,5,160,1,1,0,0,0,-91.7,28,53,Bill de Blasio,Dermot Shea,77th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,6,5,20,18,21,-14.3,3,1,200,0,50,200,28,53,Bill de Blasio,Dermot Shea,77th Precinct
  12/28/2020,  1/3/2021,G.L.A.,0,2,-100,7,5,40,0,0,***.*,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,77th Precinct
  12/28/2020,  1/3/2021,TOTAL,15,24,-37.5,74,78,-5.13,5,9,-44.44,-44.44,-61.54,-90.91,28,53,Bill de Blasio,Dermot Shea,77th Precinct
  12/28/2020,  1/3/2021,Transit,0,2,-100,2,6,-66.7,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,77th Precinct
  12/28/2020,  1/3/2021,Housing,2,4,-50,6,8,-25,0,2,-100,-100,-100,***.*,28,53,Bill de Blasio,Dermot Shea,77th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,11,11,0,57,69,-17.4,1,5,-80,0,-66.7,***.*,28,53,Bill de Blasio,Dermot Shea,77th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,2,9,-77.8,23,46,-50,2,5,-60,-50,-60,***.*,28,53,Bill de Blasio,Dermot Shea,77th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,1,1,0,3,4,-25,0,1,-100,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,77th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,3,3,0,10,7,42.9,0,3,-100,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,77th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,3,-100,6,4,50,0,2,-100,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,77th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,2,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,76th Precinct
  12/28/2020,  1/3/2021,Rape,0,1,-100,0,1,-100,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,76th Precinct
  12/28/2020,  1/3/2021,Robbery,0,0,***.*,1,3,-66.7,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,76th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,2,2,0,12,6,100,1,0,***.*,***.*,-50,-66.7,28,53,Bill de Blasio,Dermot Shea,76th Precinct
  12/28/2020,  1/3/2021,Burglary,0,1,-100,4,2,100,0,1,-100,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,76th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,1,7,-85.7,3,12,-75,0,4,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,76th Precinct
  12/28/2020,  1/3/2021,G.L.A.,2,0,***.*,3,3,0,1,0,***.*,***.*,***.*,-66.7,28,53,Bill de Blasio,Dermot Shea,76th Precinct
  12/28/2020,  1/3/2021,TOTAL,5,11,-54.55,25,27,-7.41,2,6,-66.67,0,-33.33,-86.67,28,53,Bill de Blasio,Dermot Shea,76th Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,76th Precinct
  12/28/2020,  1/3/2021,Housing,2,4,-50,10,8,25,1,2,-50,***.*,-50,***.*,28,53,Bill de Blasio,Dermot Shea,76th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,10,7,42.9,25,34,-26.5,2,2,0,-77.8,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,76th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,3,2,50,9,13,-30.8,2,0,***.*,100,100,***.*,28,53,Bill de Blasio,Dermot Shea,76th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,1,1,0,1,1,0,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,76th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,76th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,3,0,***.*,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,76th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,1,0,***.*,26,10,160,271.4,-16.1,-79.4,28,53,Bill de Blasio,Dermot Shea,75th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,1,3,-66.7,63,91,-30.8,-7.4,3.3,-47.5,28,53,Bill de Blasio,Dermot Shea,75th Precinct
  12/28/2020,  1/3/2021,Robbery,9,18,-50,55,59,-6.8,616,674,-8.6,2.7,-18.3,-80.2,28,53,Bill de Blasio,Dermot Shea,75th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,12,13,-7.7,57,53,7.5,859,926,-7.2,-7,16.1,-41.5,28,53,Bill de Blasio,Dermot Shea,75th Precinct
  12/28/2020,  1/3/2021,Burglary,3,3,0,24,37,-35.1,426,463,-8,-2.7,-9.7,-76.8,28,53,Bill de Blasio,Dermot Shea,75th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,16,22,-27.3,74,81,-8.6,953,"1,028",-7.3,-6.9,34.2,-0.3,28,53,Bill de Blasio,Dermot Shea,75th Precinct
  12/28/2020,  1/3/2021,G.L.A.,10,10,0,50,37,35.1,414,293,41.3,102,29,-84.3,28,53,Bill de Blasio,Dermot Shea,75th Precinct
  12/28/2020,  1/3/2021,TOTAL,50,66,-24.24,262,270,-2.96,"3,357","3,485",-3.67,2.79,8.68,-67.23,28,53,Bill de Blasio,Dermot Shea,75th Precinct
  12/28/2020,  1/3/2021,Transit,0,3,-100,5,8,-37.5,65,75,-13.3,10.2,-13.3,***.*,28,53,Bill de Blasio,Dermot Shea,75th Precinct
  12/28/2020,  1/3/2021,Housing,2,8,-75,19,23,-17.4,264,255,3.5,16.3,16.3,***.*,28,53,Bill de Blasio,Dermot Shea,75th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,27,39,-30.8,125,174,-28.2,"1,971","2,240",-12,-19,31.2,***.*,28,53,Bill de Blasio,Dermot Shea,75th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,13,21,-38.1,53,75,-29.3,893,"1,147",-22.1,-34.1,-51,***.*,28,53,Bill de Blasio,Dermot Shea,75th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,0,***.*,2,7,-71.4,90,127,-29.1,-11.8,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,75th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,1,0,***.*,9,5,80,105,119,-11.8,-20.5,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,75th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,9,1,800,124,62,100,254.3,15.9,-60.3,28,53,Bill de Blasio,Dermot Shea,75th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,73rd Precinct
  12/28/2020,  1/3/2021,Rape,2,0,***.*,2,1,100,0,0,***.*,-100,-100,***.*,28,53,Bill de Blasio,Dermot Shea,73rd Precinct
  12/28/2020,  1/3/2021,Robbery,8,6,33.3,19,27,-29.6,2,2,0,0,100,-90.9,28,53,Bill de Blasio,Dermot Shea,73rd Precinct
  12/28/2020,  1/3/2021,Fel. Assault,13,9,44.4,48,46,4.3,3,5,-40,-50,-50,-78.6,28,53,Bill de Blasio,Dermot Shea,73rd Precinct
  12/28/2020,  1/3/2021,Burglary,3,0,***.*,18,6,200,1,0,***.*,0,0,0,28,53,Bill de Blasio,Dermot Shea,73rd Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,5,6,-16.7,18,23,-21.7,0,3,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,73rd Precinct
  12/28/2020,  1/3/2021,G.L.A.,5,0,***.*,9,5,80,1,0,***.*,***.*,-50,-75,28,53,Bill de Blasio,Dermot Shea,73rd Precinct
  12/28/2020,  1/3/2021,TOTAL,36,21,71.43,114,108,5.56,7,10,-30,-56.25,-50,-84.44,28,53,Bill de Blasio,Dermot Shea,73rd Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,1,5,-80,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,73rd Precinct
  12/28/2020,  1/3/2021,Housing,6,3,100,22,24,-8.3,0,2,-100,-100,-100,***.*,28,53,Bill de Blasio,Dermot Shea,73rd Precinct
  12/28/2020,  1/3/2021,Petit Larceny,18,25,-28,74,86,-14,3,6,-50,-72.7,-40,***.*,28,53,Bill de Blasio,Dermot Shea,73rd Precinct
  12/28/2020,  1/3/2021,Misd. Assault,14,20,-30,70,63,11.1,4,6,-33.3,-33.3,-60,***.*,28,53,Bill de Blasio,Dermot Shea,73rd Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,2,2,0,2,5,-60,0,1,-100,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,73rd Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,3,1,200,3,2,50,1,0,***.*,-50,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,73rd Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,1,-100,4,3,33.3,0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,73rd Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,72nd Precinct
  12/28/2020,  1/3/2021,Rape,1,1,0,1,3,-66.7,1,1,0,0,0,***.*,28,53,Bill de Blasio,Dermot Shea,72nd Precinct
  12/28/2020,  1/3/2021,Robbery,6,7,-14.3,13,20,-35,1,1,0,0,-50,-87.5,28,53,Bill de Blasio,Dermot Shea,72nd Precinct
  12/28/2020,  1/3/2021,Fel. Assault,5,10,-50,12,23,-47.8,0,5,-100,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,72nd Precinct
  12/28/2020,  1/3/2021,Burglary,1,3,-66.7,12,14,-14.3,1,0,***.*,0,0,-83.3,28,53,Bill de Blasio,Dermot Shea,72nd Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,13,8,62.5,37,38,-2.6,6,5,20,200,500,***.*,28,53,Bill de Blasio,Dermot Shea,72nd Precinct
  12/28/2020,  1/3/2021,G.L.A.,2,1,100,7,5,40,0,0,***.*,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,72nd Precinct
  12/28/2020,  1/3/2021,TOTAL,28,30,-6.67,82,103,-20.39,9,12,-25,0,50,-71.88,28,53,Bill de Blasio,Dermot Shea,72nd Precinct
  12/28/2020,  1/3/2021,Transit,0,1,-100,0,4,-100,0,1,-100,***.*,-100,***.*,28,53,Bill de Blasio,Dermot Shea,72nd Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,72nd Precinct
  12/28/2020,  1/3/2021,Petit Larceny,14,15,-6.7,70,72,-2.8,4,8,-50,-42.9,-42.9,***.*,28,53,Bill de Blasio,Dermot Shea,72nd Precinct
  12/28/2020,  1/3/2021,Misd. Assault,11,4,175,36,26,38.5,5,0,***.*,25,-28.6,***.*,28,53,Bill de Blasio,Dermot Shea,72nd Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,2,1,100,2,5,-60,1,1,0,0,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,72nd Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,1,1,0,1,4,-75,1,1,0,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,72nd Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,4,-100,0,4,-100,0,4,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,72nd Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,71st Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,71st Precinct
  12/28/2020,  1/3/2021,Robbery,3,5,-40,15,16,-6.3,2,2,0,100,-50,-87.5,28,53,Bill de Blasio,Dermot Shea,71st Precinct
  12/28/2020,  1/3/2021,Fel. Assault,3,6,-50,15,12,25,2,3,-33.3,-75,-33.3,-66.7,28,53,Bill de Blasio,Dermot Shea,71st Precinct
  12/28/2020,  1/3/2021,Burglary,6,7,-14.3,16,22,-27.3,1,4,-75,0,0,-91.7,28,53,Bill de Blasio,Dermot Shea,71st Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,4,9,-55.6,16,34,-52.9,2,4,-50,-33.3,-60,100,28,53,Bill de Blasio,Dermot Shea,71st Precinct
  12/28/2020,  1/3/2021,G.L.A.,1,1,0,12,3,300,0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,71st Precinct
  12/28/2020,  1/3/2021,TOTAL,17,28,-39.29,75,87,-13.79,7,13,-46.15,-46.15,-53.33,-85.11,28,53,Bill de Blasio,Dermot Shea,71st Precinct
  12/28/2020,  1/3/2021,Transit,0,1,-100,2,2,0,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,71st Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,71st Precinct
  12/28/2020,  1/3/2021,Petit Larceny,23,28,-17.9,114,92,23.9,5,8,-37.5,-50,-16.7,***.*,28,53,Bill de Blasio,Dermot Shea,71st Precinct
  12/28/2020,  1/3/2021,Misd. Assault,5,9,-44.4,19,30,-36.7,2,4,-50,-60,-80,***.*,28,53,Bill de Blasio,Dermot Shea,71st Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,1,-100,1,1,0,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,71st Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,2,2,0,7,9,-22.2,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,71st Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,1,1,0,2,1,100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,71st Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,1,1,0,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,70th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,5,1,400,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,70th Precinct
  12/28/2020,  1/3/2021,Robbery,6,3,100,25,18,38.9,3,1,200,200,50,-85,28,53,Bill de Blasio,Dermot Shea,70th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,7,3,133.3,24,17,41.2,1,2,-50,-50,-75,-88.9,28,53,Bill de Blasio,Dermot Shea,70th Precinct
  12/28/2020,  1/3/2021,Burglary,3,7,-57.1,20,13,53.8,2,1,100,100,-33.3,-88.9,28,53,Bill de Blasio,Dermot Shea,70th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,12,17,-29.4,35,49,-28.6,3,8,-62.5,0,***.*,-50,28,53,Bill de Blasio,Dermot Shea,70th Precinct
  12/28/2020,  1/3/2021,G.L.A.,4,2,100,10,11,-9.1,4,0,***.*,***.*,33.3,-84.6,28,53,Bill de Blasio,Dermot Shea,70th Precinct
  12/28/2020,  1/3/2021,TOTAL,32,32,0,120,110,9.09,13,12,8.33,85.71,8.33,-83.54,28,53,Bill de Blasio,Dermot Shea,70th Precinct
  12/28/2020,  1/3/2021,Transit,0,2,-100,1,3,-66.7,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,70th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,70th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,20,28,-28.6,97,145,-33.1,6,5,20,-45.5,20,***.*,28,53,Bill de Blasio,Dermot Shea,70th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,7,9,-22.2,26,32,-18.8,3,3,0,-25,-57.1,***.*,28,53,Bill de Blasio,Dermot Shea,70th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,1,0,***.*,8,2,300,1,0,***.*,0,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,70th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,2,1,100,5,6,-16.7,2,1,100,100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,70th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,3,2,50,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,70th Precinct
